"","station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","Date","Time","Hour","tmpc","dwpc","sms","p01mm","altmb","gustms"
"5122","0CO",2024-04-05 20:55:00,28.4,10.4,46.32,150,28,0,29.86,NA,NA,39,"SCT",2024-04-05,"20:55","2024/04/05 20",-2,-12.3333333333333,15.0903573333333,0,837.242463886603,25.7222
"5123","0CO",2024-04-05 21:55:00,23,17.6,79.47,150,28,0,29.84,NA,NA,36,"SCT",2024-04-05,"21:55","2024/04/05 21",-3.66666666666667,-9.66666666666667,17.8340586666667,0,836.681747871052,27.779976
"5124","0CO",2024-04-05 22:55:00,21.2,21.2,100,150,30,0,29.81,NA,NA,35,"",2024-04-05,"22:55","2024/04/05 22",-5.33333333333333,-7,16.6336893333333,0,836.027579186243,23.664424
"5125","0CO",2024-04-05 23:55:00,23,19.4,85.85,150,35,0,29.76,NA,NA,51,"BKN",2024-04-05,"23:55","2024/04/05 23",-5,-7,17.3196146666667,0,834.812694485883,26.236644
"5126","0CO",2024-04-06 00:55:00,21.2,19.4,92.63,150,34,0,29.73,NA,NA,46,"BKN",2024-04-06,"00:55","2024/04/06 00",-5.33333333333333,-7,17.1481333333333,0,833.78471512404,24.178868
"5127","0CO",2024-04-06 01:55:00,21.2,19.4,92.63,150,43,0,29.69,NA,NA,54,"BKN",2024-04-06,"01:55","2024/04/06 01",-6,-7.33333333333333,18.3485026666667,0,832.663283092938,27.779976
"5128","0CO",2024-04-06 02:55:00,23,14,67.96,170,35,0,29.64,NA,NA,41,"CLR",2024-04-06,"02:55","2024/04/06 02",-5.66666666666667,-9,14.404432,0,831.261493054061,21.092204
"5129","0CO",2024-04-06 03:55:00,21.2,14,73.32,170,22,0,29.61,NA,NA,34,"SCT",2024-04-06,"03:55","2024/04/06 03",-5.33333333333333,-10.6666666666667,11.832212,0,830.326966361476,20.57776
"5130","0CO",2024-04-06 04:55:00,15.8,14,92.44,360,12,0,29.59,NA,NA,22,"OVC",2024-04-06,"04:55","2024/04/06 04",-8,-9,4.115552,0,829.719524011296,12.346656
"5131","0CO",2024-04-06 05:55:00,12.2,8.6,85.17,350,18,0,29.56,NA,NA,28,"OVC",2024-04-06,"05:55","2024/04/06 05",-10.6666666666667,-12,NA,0,829.018628991858,NA
"5132","0CO",2024-04-06 06:55:00,10.4,8.6,92.25,320,22,0,29.55,NA,NA,39,"OVC",2024-04-06,"06:55","2024/04/06 06",-12,-13,10.4603613333333,0,828.831723653341,20.063316
"5133","0CO",2024-04-06 07:55:00,10.4,6.8,85.05,350,23,0,29.52,NA,NA,37,"OVC",2024-04-06,"07:55","2024/04/06 07",-12,-13.6666666666667,10.4603613333333,0,827.803744291498,19.034428
"5134","0CO",2024-04-06 08:55:00,8.6,3.2,78.18,NA,NA,0,29.48,NA,NA,NA,"OVC",2024-04-06,"08:55","2024/04/06 08",-13,-15.3333333333333,NA,0,826.775764929654,NA
"5135","0CO",2024-04-06 09:55:00,5,1.4,84.68,NA,NA,0,29.48,NA,NA,NA,"OVC",2024-04-06,"09:55","2024/04/06 09",-14,-16.3333333333333,NA,0,826.215048914104,NA
"5136","0CO",2024-04-06 10:55:00,5,1.4,84.68,NA,NA,0,29.48,NA,NA,NA,"",2024-04-06,"10:55","2024/04/06 10",-15,-16.3333333333333,NA,0,826.495406921879,NA
"5137","0CO",2024-04-06 11:55:00,5,3.2,92.06,NA,NA,0,29.49,NA,NA,NA,"OVC",2024-04-06,"11:55","2024/04/06 11",-15,-16.6666666666667,NA,0,826.588859591138,NA
"5138","0CO",2024-04-06 12:55:00,5,1.4,84.68,NA,NA,0,29.46,NA,NA,NA,"BKN",2024-04-06,"12:55","2024/04/06 12",-15,-16.6666666666667,NA,0,826.401954252621,NA
"5139","0CO",2024-04-06 13:55:00,5,1.4,84.68,NA,NA,0,29.49,NA,NA,NA,"OVC",2024-04-06,"13:55","2024/04/06 13",-15,-16.6666666666667,NA,0,827.243028275947,NA
"5140","0CO",2024-04-06 14:55:00,5,3.2,92.06,NA,NA,0,29.53,NA,NA,NA,"OVC",2024-04-06,"14:55","2024/04/06 14",-15,-16.3333333333333,NA,0,827.616838952981,NA
"5141","0CO",2024-04-06 15:55:00,5,3.2,92.06,NA,NA,0,29.52,NA,NA,NA,"OVC",2024-04-06,"15:55","2024/04/06 15",-14.6666666666667,-16,NA,0,827.523386283722,NA
"5142","0CO",2024-04-06 16:55:00,5,1.4,84.68,NA,NA,0,29.5,NA,NA,NA,"OVC",2024-04-06,"16:55","2024/04/06 16",-14.6666666666667,-16.3333333333333,NA,0,827.336480945205,NA
"5143","0CO",2024-04-06 17:55:00,5,3.2,92.06,NA,NA,0,29.51,NA,NA,NA,"OVC",2024-04-06,"17:55","2024/04/06 17",-15,-16.6666666666667,NA,0,827.429933614464,NA
"5144","0CO",2024-04-06 18:55:00,5,1.4,84.68,NA,NA,0,29.52,NA,NA,NA,"OVC",2024-04-06,"18:55","2024/04/06 18",-15,-16.3333333333333,NA,0,827.990649630015,NA
"5145","0CO",2024-04-06 19:55:00,5,1.4,84.68,NA,NA,0,29.55,NA,NA,NA,"OVC",2024-04-06,"19:55","2024/04/06 19",-15,-17,NA,0,828.457912976307,NA
"5146","0CO",2024-04-06 20:55:00,5,1.4,84.68,NA,NA,0,29.6,NA,NA,NA,"OVC",2024-04-06,"20:55","2024/04/06 20",-15,-17,NA,0,829.112081661116,NA
"5147","0CO",2024-04-06 21:55:00,5,1.4,84.68,NA,NA,0,29.59,NA,NA,NA,"BKN",2024-04-06,"21:55","2024/04/06 21",-15,-17,NA,0,829.48589233815,NA
"5148","0CO",2024-04-06 22:55:00,3.2,-0.4,84.56,NA,NA,0,29.58,NA,NA,NA,"BKN",2024-04-06,"22:55","2024/04/06 22",-16,-18,NA,0,829.392439668892,NA
"5149","0CO",2024-04-06 23:55:00,3.2,-0.4,84.56,NA,NA,0,29.57,NA,NA,NA,"BKN",2024-04-06,"23:55","2024/04/06 23",-16,-18,NA,0,828.925176322599,NA
"5150","0CO",2024-04-07 00:55:00,3.2,-0.4,84.56,NA,NA,0,29.58,NA,NA,NA,"BKN",2024-04-07,"00:55","2024/04/07 00",-16,-18,NA,0,829.392439668892,NA
"5151","0CO",2024-04-07 01:55:00,1.4,-2.2,84.43,NA,NA,0,29.6,NA,NA,NA,"OVC",2024-04-07,"01:55","2024/04/07 01",-17,-19,NA,0,829.953155684442,NA
"5152","0CO",2024-04-07 02:55:00,1.4,-0.4,91.92,NA,NA,0,29.64,NA,NA,NA,"OVC",2024-04-07,"02:55","2024/04/07 02",-17,-18.6666666666667,NA,0,830.70077703851,NA
"5153","0CO",2024-04-07 03:55:00,1.4,-2.2,84.43,NA,NA,0,29.62,NA,NA,NA,"BKN",2024-04-07,"03:55","2024/04/07 03",-16.6666666666667,-18.3333333333333,NA,0,830.607324369252,NA
"5154","0CO",2024-04-07 04:55:00,1.4,-2.2,84.43,NA,NA,0,29.62,NA,NA,NA,"BKN",2024-04-07,"04:55","2024/04/07 04",-17,-19,NA,0,830.326966361476,NA
"5155","0CO",2024-04-07 05:55:00,1.4,-2.2,84.43,NA,NA,0,29.6,NA,NA,NA,"BKN",2024-04-07,"05:55","2024/04/07 05",-17,-19,NA,0,830.233513692218,NA
"5156","0CO",2024-04-07 06:55:00,1.4,-2.2,84.43,NA,NA,0,29.66,NA,NA,NA,"OVC",2024-04-07,"06:55","2024/04/07 06",-17,-19,NA,0,830.794229707769,NA
"5157","0CO",2024-04-07 07:55:00,3.2,-0.4,84.56,NA,NA,0,29.7,NA,NA,NA,"OVC",2024-04-07,"07:55","2024/04/07 07",-16.6666666666667,-18.6666666666667,NA,0,832.289472415904,NA
"5158","0CO",2024-04-07 08:55:00,3.2,-0.4,84.56,NA,NA,0,29.72,NA,NA,NA,"BKN",2024-04-07,"08:55","2024/04/07 08",-16,-18,NA,0,832.756735762196,NA
"5159","0CO",2024-04-07 09:55:00,3.2,-0.4,84.56,NA,NA,0,29.7,NA,NA,NA,"OVC",2024-04-07,"09:55","2024/04/07 09",-16,-18,NA,0,832.569830423679,NA
"5160","0CO",2024-04-07 10:55:00,5,1.4,84.68,310,40,0,29.76,NA,NA,53,"",2024-04-07,"10:55","2024/04/07 10",-15.6666666666667,-17.6666666666667,NA,0,833.971620462556,NA
"5161","0CO",2024-04-07 11:55:00,6.8,3.2,84.8,300,37,0,29.79,NA,NA,50,"",2024-04-07,"11:55","2024/04/07 11",-14.3333333333333,-16.3333333333333,18.3485026666667,0,834.906147155141,28.29442
"5162","0CO",2024-04-07 12:55:00,8.6,5,84.93,310,33,0,29.81,NA,NA,44,"",2024-04-07,"12:55","2024/04/07 12",-13.3333333333333,-15.6666666666667,18.3485026666667,0,835.373410501433,25.7222
"5163","0CO",2024-04-07 13:55:00,8.6,5,84.93,320,30,0,29.81,NA,NA,41,"",2024-04-07,"13:55","2024/04/07 13",-13,-15,14.404432,0,835.934126516984,21.606648
"5164","0CO",2024-04-07 14:55:00,10.4,5,78.35,320,31,0,29.82,NA,NA,40,"",2024-04-07,"14:55","2024/04/07 14",-12.3333333333333,-14.6666666666667,16.2907266666667,0,835.747221178467,23.664424
"5165","0CO",2024-04-07 15:55:00,10.4,8.6,92.25,310,33,0,29.81,NA,NA,42,"",2024-04-07,"15:55","2024/04/07 15",-12,-13.6666666666667,15.43332,0,836.027579186243,21.606648
"5166","0CO",2024-04-07 16:55:00,12.2,8.6,85.17,320,28,0,29.85,NA,NA,39,"BKN",2024-04-07,"16:55","2024/04/07 16",-11.3333333333333,-13,14.7473946666667,0,836.588295201793,20.063316
"5167","0CO",2024-04-07 17:55:00,10.4,5,78.35,300,31,0,29.85,NA,NA,40,"SCT",2024-04-07,"17:55","2024/04/07 17",-12,-14,15.6048013333333,0,836.868653209569,25.207756
"5168","0CO",2024-04-07 18:55:00,10.4,3.2,72.12,310,26,0,29.86,NA,NA,35,"SCT",2024-04-07,"18:55","2024/04/07 18",-12,-15.6666666666667,NA,0,837.149011217344,NA
"5169","0CO",2024-04-07 19:55:00,8.6,3.2,78.18,300,31,0,29.86,NA,NA,39,"SCT",2024-04-07,"19:55","2024/04/07 19",-13,-16,15.7762826666667,0,837.055558548086,22.635536
"5170","0CO",2024-04-07 20:55:00,8.6,3.2,78.18,280,37,0,29.86,NA,NA,49,"SCT",2024-04-07,"20:55","2024/04/07 20",-13,-16,18.00554,0,836.962105878827,25.207756
"5171","0CO",2024-04-07 21:55:00,8.6,1.4,71.92,NA,NA,0,29.88,NA,NA,NA,"SCT",2024-04-07,"21:55","2024/04/07 21",-13,-16.3333333333333,NA,0,837.335916555861,NA
"5172","0CO",2024-04-07 22:55:00,8.6,3.2,78.18,NA,NA,0,29.87,NA,NA,NA,"SCT",2024-04-07,"22:55","2024/04/07 22",-13,-16.6666666666667,NA,0,837.709727232895,NA
"5173","0CO",2024-04-07 23:55:00,8.6,1.4,71.92,290,26,0,29.88,NA,NA,39,"CLR",2024-04-07,"23:55","2024/04/07 23",-13,-17,13.2040626666667,0,837.616274563637,NA
"5174","0CO",2024-04-08 00:55:00,6.8,3.2,84.8,NA,NA,0,29.88,NA,NA,NA,"",2024-04-08,"00:55","2024/04/08 00",-13.6666666666667,-16.3333333333333,NA,0,837.709727232895,NA
"5175","0CO",2024-04-08 01:55:00,6.8,3.2,84.8,NA,NA,0,29.86,NA,NA,NA,"BKN",2024-04-08,"01:55","2024/04/08 01",-14,-16,NA,0,837.335916555861,NA
"5176","0CO",2024-04-08 02:55:00,5,3.2,92.06,NA,NA,0,29.85,NA,NA,NA,"",2024-04-08,"02:55","2024/04/08 02",-14.3333333333333,-16,NA,0,836.868653209569,NA
"5177","0CO",2024-04-08 03:55:00,5,3.2,92.06,330,23,0,29.84,NA,NA,32,"",2024-04-08,"03:55","2024/04/08 03",-15,-16,NA,0,836.681747871052,NA
"5178","0CO",2024-04-08 04:55:00,5,1.4,84.68,330,19,0,29.86,NA,NA,29,"OVC",2024-04-08,"04:55","2024/04/08 04",-15,-16.6666666666667,10.803324,0,837.055558548086,15.947764
"5179","0CO",2024-04-08 05:55:00,5,1.4,84.68,NA,NA,0,29.86,NA,NA,NA,"BKN",2024-04-08,"05:55","2024/04/08 05",-15,-17,NA,0,837.149011217344,NA
"5180","0CO",2024-04-08 06:55:00,5,1.4,84.68,NA,NA,0,29.87,NA,NA,NA,"",2024-04-08,"06:55","2024/04/08 06",-15,-17,NA,0,837.335916555861,NA
"5181","0CO",2024-04-08 07:55:00,5,1.4,84.68,NA,NA,0,29.89,NA,NA,NA,"",2024-04-08,"07:55","2024/04/08 07",-15,-17,NA,0,837.896632571412,NA
"5182","0CO",2024-04-08 08:55:00,6.8,1.4,78.01,310,19,0,29.91,NA,NA,30,"CLR",2024-04-08,"08:55","2024/04/08 08",-14.3333333333333,-17,NA,0,838.176990579187,NA
"5183","0CO",2024-04-08 09:55:00,6.8,3.2,84.8,340,12,0,29.94,NA,NA,16,"BKN",2024-04-08,"09:55","2024/04/08 09",-14,-16.3333333333333,8.05962266666667,0,839.018064602514,14.404432
"5184","0CO",2024-04-08 10:55:00,10.4,5,78.35,310,12,0,29.97,NA,NA,20,"CLR",2024-04-08,"10:55","2024/04/08 10",-12.6666666666667,-15,7.03073466666667,0,839.952591295098,NA
"5185","0CO",2024-04-08 11:55:00,12.2,5,72.33,310,12,0,29.98,NA,NA,22,"SCT",2024-04-08,"11:55","2024/04/08 11",-11.3333333333333,-15.3333333333333,6.687772,0,840.419854641391,11.317768
"5186","0CO",2024-04-08 12:55:00,10.4,5,78.35,300,12,0,29.98,NA,NA,15,"SCT",2024-04-08,"12:55","2024/04/08 12",-12,-14,6.00184666666667,0,840.700212649166,11.317768
"5187","0CO",2024-04-08 13:55:00,15.8,3.2,56.86,270,19,0.01,30,NA,NA,30,"CLR",2024-04-08,"13:55","2024/04/08 13",-10.3333333333333,-15.3333333333333,7.202216,0.762,840.980570656941,15.43332
"5188","0CO",2024-04-08 14:55:00,17.6,-0.4,44.48,280,16,0,30.03,NA,NA,25,"CLR",2024-04-08,"14:55","2024/04/08 14",-8.33333333333333,-18,8.745548,0,841.728192011009,14.918876
"5189","0CO",2024-04-08 15:55:00,17.6,5,57.14,340,11,0,30.03,NA,NA,17,"SCT",2024-04-08,"15:55","2024/04/08 15",-8,-16.6666666666667,4.28703333333333,0,841.915097349526,10.803324
"5190","0CO",2024-04-08 16:55:00,17.6,8.6,67.28,310,6,0,30.05,NA,NA,NA,"SCT",2024-04-08,"16:55","2024/04/08 16",-7.66666666666667,-13.3333333333333,3.77258933333333,0,842.382360695818,NA
"5191","0CO",2024-04-08 17:55:00,17.6,8.6,67.28,280,7,0,30.07,NA,NA,NA,"SCT",2024-04-08,"17:55","2024/04/08 17",-8,-13.6666666666667,3.086664,0,842.849624042111,NA
"5192","0CO",2024-04-08 18:55:00,15.8,6.8,67.05,10,3,0,30.07,NA,NA,NA,"SCT",2024-04-08,"18:55","2024/04/08 18",-8.33333333333333,-14,1.88629466666667,0,843.036529380628,NA
"5193","0CO",2024-04-08 19:55:00,14,5,66.82,200,5,0,30.08,NA,NA,15,"CLR",2024-04-08,"19:55","2024/04/08 19",-9.66666666666667,-14.6666666666667,2.40073866666667,0,843.316887388403,NA
"5194","0CO",2024-04-08 20:55:00,14,5,66.82,160,11,0,30.11,NA,NA,16,"CLR",2024-04-08,"20:55","2024/04/08 20",-10,-15,3.94407066666667,0,843.877603403954,NA
"5195","0CO",2024-04-08 21:55:00,14,5,66.82,140,14,0,30.12,NA,NA,17,"CLR",2024-04-08,"21:55","2024/04/08 21",-10,-15,7.54517866666667,0,844.344866750246,10.803324
"5196","0CO",2024-04-08 22:55:00,14,5,66.82,130,9,0,30.13,NA,NA,NA,"CLR",2024-04-08,"22:55","2024/04/08 22",-10,-14.3333333333333,5.83036533333333,0,844.71867742728,NA
"5197","0CO",2024-04-08 23:55:00,12.2,5,72.33,150,14,0,30.13,NA,NA,18,"CLR",2024-04-08,"23:55","2024/04/08 23",-10.3333333333333,-14.3333333333333,6.85925333333333,0,844.71867742728,NA
"5198","0CO",2024-04-09 00:55:00,14,5,66.82,180,13,0,30.12,NA,NA,20,"CLR",2024-04-09,"00:55","2024/04/09 00",-10.3333333333333,-14.6666666666667,6.687772,0,844.625224758022,NA
"5199","0CO",2024-04-09 01:55:00,12.2,8.6,85.17,240,15,0,30.11,NA,NA,NA,"CLR",2024-04-09,"01:55","2024/04/09 01",-10.3333333333333,-14.3333333333333,7.03073466666667,0,844.251414080988,NA
"5200","0CO",2024-04-09 02:55:00,12.2,6.8,78.51,260,12,0,30.09,NA,NA,19,"CLR",2024-04-09,"02:55","2024/04/09 02",-11,-13.6666666666667,8.231104,0,843.784150734695,NA
"5201","0CO",2024-04-09 03:55:00,10.4,5,78.35,320,11,0,30.07,NA,NA,19,"CLR",2024-04-09,"03:55","2024/04/09 03",-11.3333333333333,-14.6666666666667,4.45851466666667,0,843.223434719145,9.774436
"5202","0CO",2024-04-09 04:55:00,8.6,3.2,78.18,330,9,0,30.07,NA,NA,NA,"CLR",2024-04-09,"04:55","2024/04/09 04",-13,-16,5.658884,0,843.036529380628,NA
"5203","0CO",2024-04-09 05:55:00,8.6,5,84.93,320,16,0,30.06,NA,NA,NA,"",2024-04-09,"05:55","2024/04/09 05",-13,-15.6666666666667,6.00184666666667,0,842.849624042111,NA
"5204","0CO",2024-04-09 06:55:00,8.6,3.2,78.18,320,17,0,30.06,NA,NA,22,"CLR",2024-04-09,"06:55","2024/04/09 06",-12.6666666666667,-15.6666666666667,7.88814133333333,0,842.849624042111,12.346656
"5205","0CO",2024-04-09 07:55:00,10.4,3.2,72.12,330,20,0,30.08,NA,NA,26,"CLR",2024-04-09,"07:55","2024/04/09 07",-12.3333333333333,-16,9.08851066666667,0,843.223434719145,13.375544
"5206","0CO",2024-04-09 08:55:00,10.4,3.2,72.12,340,20,0,30.08,NA,NA,27,"CLR",2024-04-09,"08:55","2024/04/09 08",-12,-16,9.43147333333333,0,843.410340057662,13.889988
"5207","0CO",2024-04-09 09:55:00,12.2,5,72.33,350,17,0,30.1,NA,NA,26,"CLR",2024-04-09,"09:55","2024/04/09 09",-11.5,-15,9.00277,0,843.737424400066,13.375544
"5208","0CO",2024-04-09 10:55:00,14,5,66.82,340,19,0,30.11,NA,NA,26,"CLR",2024-04-09,"10:55","2024/04/09 10",-10.3333333333333,-15,9.60295466666667,0,843.971056073212,NA
"5209","0CO",2024-04-09 11:55:00,19.4,6.8,57.41,330,13,0,30.11,NA,NA,22,"CLR",2024-04-09,"11:55","2024/04/09 11",-8,-14,7.202216,0,844.251414080988,13.375544
"5210","0CO",2024-04-09 12:55:00,21.2,8.6,57.69,330,11,0,30.12,NA,NA,18,"CLR",2024-04-09,"12:55","2024/04/09 12",-6.33333333333333,-13,6.00184666666667,0,844.438319419505,11.317768
"5211","0CO",2024-04-09 13:55:00,21.2,8.6,57.69,270,5,0,30.12,NA,NA,16,"CLR",2024-04-09,"13:55","2024/04/09 13",-6,-13,5.31592133333333,0,844.344866750246,10.28888
"5212","0CO",2024-04-09 14:55:00,23,5,45.41,320,9,0,30.11,NA,NA,17,"CLR",2024-04-09,"14:55","2024/04/09 14",-5.66666666666667,-14.6666666666667,4.80147733333333,0,844.344866750246,9.259992
"5213","0CO",2024-04-09 15:55:00,23,6.8,49.29,290,6,0,30.12,NA,NA,18,"CLR",2024-04-09,"15:55","2024/04/09 15",-5.33333333333333,-14.6666666666667,4.28703333333333,0,844.438319419505,9.259992
"5214","0CO",2024-04-09 16:55:00,23,6.8,49.29,300,18,0,30.11,NA,NA,27,"SCT",2024-04-09,"16:55","2024/04/09 16",-5.33333333333333,-14,6.687772,0,844.251414080988,13.889988
"5215","0CO",2024-04-09 17:55:00,23,6.8,49.29,320,18,0,30.11,NA,NA,27,"CLR",2024-04-09,"17:55","2024/04/09 17",-5,-13.3333333333333,8.57406666666667,0,844.251414080988,14.404432
"5216","0CO",2024-04-09 18:55:00,21.2,5,48.99,300,9,0,30.13,NA,NA,20,"CLR",2024-04-09,"18:55","2024/04/09 18",-6,-15,6.85925333333333,0,844.625224758022,13.375544
"5217","0CO",2024-04-09 19:55:00,15.8,10.4,78.84,340,9,0,30.14,NA,NA,NA,"CLR",2024-04-09,"19:55","2024/04/09 19",-8,-13.3333333333333,5.14444,0,844.905582765797,NA
"5218","0CO",2024-04-09 20:55:00,15.8,8.6,72.73,320,19,0,30.15,NA,NA,25,"SCT",2024-04-09,"20:55","2024/04/09 20",-9,-13,7.88814133333333,0,845.279393442831,NA
"5219","0CO",2024-04-09 21:55:00,14,12.2,92.38,330,19,0,30.15,NA,NA,29,"",2024-04-09,"21:55","2024/04/09 21",-9.66666666666667,-11.6666666666667,10.6318426666667,0,845.372846112089,15.43332
"5220","0CO",2024-04-09 22:55:00,14,12.2,92.38,310,22,0,30.14,NA,NA,NA,"",2024-04-09,"22:55","2024/04/09 22",-10,-11,11.317768,0,845.279393442831,NA
"5221","0CO",2024-04-09 23:55:00,14,8.6,78.68,NA,NA,0,30.12,NA,NA,NA,"CLR",2024-04-09,"23:55","2024/04/09 23",-10,-12.3333333333333,NA,0,844.531772088763,NA
"5222","0CO",2024-04-10 00:55:00,14,12.2,92.38,320,20,0,30.12,NA,NA,NA,"",2024-04-10,"00:55","2024/04/10 00",-10.3333333333333,-12,10.28888,0,844.344866750246,NA
"5223","0CO",2024-04-10 01:55:00,14,12.2,92.38,330,21,0,30.11,NA,NA,29,"BKN",2024-04-10,"01:55","2024/04/10 01",-10,-11,10.28888,0,844.344866750246,14.918876
"5224","0CO",2024-04-10 02:55:00,14,12.2,92.38,320,30,0,30.09,NA,NA,36,"BKN",2024-04-10,"02:55","2024/04/10 02",-10,-11,14.5759133333333,0,843.690698065437,19.548872
"5225","0CO",2024-04-10 03:55:00,14,12.2,92.38,320,30,0,30.1,NA,NA,39,"BKN",2024-04-10,"03:55","2024/04/10 03",-10,-11,13.889988,0,843.877603403954,20.063316
"5226","0CO",2024-04-10 04:55:00,14,10.4,85.28,330,20,0,30.11,NA,NA,36,"OVC",2024-04-10,"04:55","2024/04/10 04",-10,-11.3333333333333,11.832212,0,843.971056073212,19.034428
"5227","0CO",2024-04-10 05:55:00,12.2,10.4,92.32,320,28,0,30.1,NA,NA,37,"BKN",2024-04-10,"05:55","2024/04/10 05",-11,-12,14.5759133333333,0,843.784150734695,20.57776
"5228","0CO",2024-04-10 06:55:00,12.2,8.6,85.17,320,19,0,30.14,NA,NA,29,"BKN",2024-04-10,"06:55","2024/04/10 06",-11,-13,10.803324,0,844.71867742728,18.00554
"5229","0CO",2024-04-10 07:55:00,12.2,8.6,85.17,330,19,0,30.14,NA,NA,28,"BKN",2024-04-10,"07:55","2024/04/10 07",-11,-13,9.60295466666667,0,844.999035435055,16.462208
"5230","0CO",2024-04-10 08:55:00,14,10.4,85.28,330,22,0,30.16,NA,NA,35,"OVC",2024-04-10,"08:55","2024/04/10 08",-10.6666666666667,-12,9.94591733333333,0,845.372846112089,18.00554
"5231","0CO",2024-04-10 09:55:00,14,10.4,85.28,330,20,0,30.18,NA,NA,30,"BKN",2024-04-10,"09:55","2024/04/10 09",-10,-12,10.803324,0,845.653204119865,17.491096
"5232","0CO",2024-04-10 10:55:00,17.6,14,85.51,360,9,0,30.19,NA,NA,26,"BKN",2024-04-10,"10:55","2024/04/10 10",-9,-10.6666666666667,8.745548,0,846.307372804674,16.976652
"5233","0CO",2024-04-10 11:55:00,17.6,14,85.51,340,15,0,30.22,NA,NA,24,"BKN",2024-04-10,"11:55","2024/04/10 11",-8,-10,8.40258533333333,0,847.054994158742,12.346656
"5234","0CO",2024-04-10 12:55:00,17.6,14,85.51,320,18,0,30.21,NA,NA,23,"",2024-04-10,"12:55","2024/04/10 12",-8,-10,9.94591733333333,0,847.054994158742,14.404432
"5235","0CO",2024-04-10 13:55:00,17.6,14,85.51,320,24,0,30.21,NA,NA,30,"BKN",2024-04-10,"13:55","2024/04/10 13",-8,-10,11.6607306666667,0,847.054994158742,15.43332
"5236","0CO",2024-04-10 14:55:00,17.6,14,85.51,330,22,0,30.22,NA,NA,31,"",2024-04-10,"14:55","2024/04/10 14",-8,-10,11.832212,0,847.148446828,15.947764
"5237","0CO",2024-04-10 15:55:00,17.6,15.8,92.5,330,25,0,30.21,NA,NA,35,"",2024-04-10,"15:55","2024/04/10 15",-7.66666666666667,-9.33333333333333,12.8611,0,847.054994158742,18.00554
"5238","0CO",2024-04-10 16:55:00,17.6,14,85.51,320,26,0,30.22,NA,NA,36,"",2024-04-10,"16:55","2024/04/10 16",-7.66666666666667,-9.66666666666667,12.346656,0,846.961541489483,18.519984
"5239","0CO",2024-04-10 17:55:00,19.4,14,79.16,330,22,0,30.24,NA,NA,28,"SCT",2024-04-10,"17:55","2024/04/10 17",-7,-9.66666666666667,11.4892493333333,0,847.709162843551,16.462208
"5240","0CO",2024-04-10 18:55:00,17.6,15.8,92.5,320,20,0,30.24,NA,NA,24,"",2024-04-10,"18:55","2024/04/10 18",-8,-9.66666666666667,10.28888,0,847.802615512809,14.404432
"5241","0CO",2024-04-10 19:55:00,17.6,14,85.51,310,20,0,30.24,NA,NA,25,"",2024-04-10,"19:55","2024/04/10 19",-8,-10,10.803324,0,847.802615512809,14.404432
"5242","0CO",2024-04-10 20:55:00,17.6,12.2,79,310,22,0,30.26,NA,NA,28,"SCT",2024-04-10,"20:55","2024/04/10 20",-8,-11,11.832212,0,847.989520851326,16.462208
"5243","0CO",2024-04-10 21:55:00,17.6,10.4,72.93,310,23,0,30.27,NA,NA,31,"SCT",2024-04-10,"21:55","2024/04/10 21",-8,-12,11.4892493333333,0,848.456784197619,15.947764
"5244","0CO",2024-04-10 22:55:00,19.4,8.6,62.28,320,19,0,30.27,NA,NA,27,"SCT",2024-04-10,"22:55","2024/04/10 22",-7.33333333333333,-12.6666666666667,10.9748053333333,0,848.643689536136,14.404432
"5245","0CO",2024-04-10 23:55:00,17.6,8.6,67.28,320,19,0,30.25,NA,NA,28,"SCT",2024-04-10,"23:55","2024/04/10 23",-8,-13,9.94591733333333,0,848.269878859102,14.404432
"5246","0CO",2024-04-11 00:55:00,17.6,6.8,62.02,320,24,0,30.24,NA,NA,30,"",2024-04-11,"00:55","2024/04/11 00",-8,-13.3333333333333,11.317768,0,847.989520851326,15.43332
"5247","0CO",2024-04-11 01:55:00,17.6,5,57.14,310,27,0,30.21,NA,NA,34,"CLR",2024-04-11,"01:55","2024/04/11 01",-8,-15,12.6896186666667,0,847.428804835776,17.491096
"5248","0CO",2024-04-11 02:55:00,14,5,66.82,320,27,0,30.2,NA,NA,34,"CLR",2024-04-11,"02:55","2024/04/11 02",-9.66666666666667,-15,13.7185066666667,0,846.681183481708,18.00554
"5249","0CO",2024-04-11 03:55:00,14,5,66.82,310,28,0,30.19,NA,NA,33,"CLR",2024-04-11,"03:55","2024/04/11 03",-10,-15,13.889988,0,846.400825473933,19.034428
"5250","0CO",2024-04-11 04:55:00,14,3.2,61.51,310,28,0,30.17,NA,NA,37,"CLR",2024-04-11,"04:55","2024/04/11 04",-10,-16,NA,0,846.027014796899,NA
"5251","0CO",2024-04-11 05:55:00,14,1.4,56.58,320,25,0,30.18,NA,NA,39,"CLR",2024-04-11,"05:55","2024/04/11 05",-10,-16.3333333333333,14.918876,0,845.93356212764,20.063316
"5252","0CO",2024-04-11 06:55:00,12.2,1.4,61.25,320,27,0,30.18,NA,NA,36,"CLR",2024-04-11,"06:55","2024/04/11 06",-10.6666666666667,-17,14.7473946666667,0,846.027014796899,19.034428
