"","X","station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","Date","Time","Hour","tmpc","dwpc","sms","p01mm","altmb","gustms","precip_type","undercatch","adj_precip","undercatch_loss","cum_undercatch_loss"
"4497",5503,"0CO","2024-04-21 19:55:00",28.4,12.2,50.17,300,16,0,30.32,NA,NA,24,"CLR","2024-04-21","19:55","2024/04/21 19",-1.66666666666667,-11.3333333333333,8.05962266666667,0,850.138932244271,12.346656,"snow",0.213932743905524,0,0,257.879397161914
"4498",5504,"0CO","2024-04-21 20:55:00",28.4,12.2,50.17,280,20,0,30.32,NA,NA,29,"CLR","2024-04-21","20:55","2024/04/21 20",-2,-11,9.08851066666667,0,850.045479575013,14.918876,"snow",0.149131390068263,0,0,257.879397161914
"4499",5505,"0CO","2024-04-21 21:55:00",28.4,12.2,50.17,300,21,0,30.31,NA,NA,33,"CLR","2024-04-21","21:55","2024/04/21 21",-2,-11.3333333333333,NA,0,849.858574236496,NA,"snow",NA,0,0,257.879397161914
"4500",5506,"0CO","2024-04-21 22:55:00",28.4,12.2,50.17,290,28,0,30.28,NA,NA,39,"CLR","2024-04-21","22:55","2024/04/21 22",-2,-10.6666666666667,15.0903573333333,0,849.204405551686,NA,"snow",0.00983790225320608,0,0,257.879397161914
"4501",5507,"0CO","2024-04-21 23:55:00",28.4,12.2,50.17,290,36,0,30.24,NA,NA,48,"CLR","2024-04-21","23:55","2024/04/21 23",-2,-11,17.3196146666667,0,848.082973520585,27.265532,"snow",0.00279007533534714,0,0,257.879397161914
"4502",5508,"0CO","2024-04-22 00:55:00",28.4,12.2,50.17,300,30,0,30.23,NA,NA,45,"CLR","2024-04-22","00:55","2024/04/22 00",-2,-11,16.8051706666667,0,847.80261551281,26.236644,"snow",0.00377494534710249,0,0,257.879397161914
"4503",5509,"0CO","2024-04-22 01:55:00",28.4,14,54.31,290,32,0,30.22,NA,NA,46,"CLR","2024-04-22","01:55","2024/04/22 01",-2,-10.3333333333333,16.2907266666667,0,847.335352166517,25.207756,"snow",0.00507253485869725,0,0,257.879397161914
"4504",5510,"0CO","2024-04-22 02:55:00",28.4,17.6,63.51,310,37,0,30.18,NA,NA,50,"CLR","2024-04-22","02:55","2024/04/22 02",-2,-8.66666666666667,16.976652,0,846.587730812449,25.7222,"snow",0.00341566904977725,0,0,257.879397161914
"4505",5511,"0CO","2024-04-22 03:55:00",26.6,15.8,63.27,310,40,0,30.15,NA,NA,53,"CLR","2024-04-22","03:55","2024/04/22 03",-2.66666666666667,-8.66666666666667,19.3773906666667,0,845.559751450606,27.265532,"snow",0.000778160356664304,0,0,257.879397161914
"4506",5512,"0CO","2024-04-22 04:55:00",28.4,14,54.31,310,37,0,30.16,NA,NA,49,"CLR","2024-04-22","04:55","2024/04/22 04",-2,-9.66666666666667,18.519984,0,845.653204119865,25.207756,"snow",0.00134213269083012,0,0,257.879397161914
"4507",5513,"0CO","2024-04-22 05:55:00",28.4,14,54.31,310,34,0,30.17,NA,NA,41,"CLR","2024-04-22","05:55","2024/04/22 05",-2,-10,17.491096,0,845.653204119865,23.14998,"snow",0.00251879374819654,0,0,257.879397161914
"4508",5514,"0CO","2024-04-22 06:55:00",28.4,15.8,58.75,320,30,0,30.18,NA,NA,42,"CLR","2024-04-22","06:55","2024/04/22 06",-2,-9.66666666666667,15.0903573333333,0,846.120467466157,21.606648,"snow",0.00983790225320608,0,0,257.879397161914
"4509",5515,"0CO","2024-04-22 07:55:00",30.2,17.6,59.01,310,31,0,30.17,NA,NA,58,"CLR","2024-04-22","07:55","2024/04/22 07",-1.33333333333333,-8,17.1481333333333,0,845.840109458382,29.837752,"snow",0.00308823681116156,0,0,257.879397161914
"4510",5516,"0CO","2024-04-22 08:55:00",30.2,19.4,63.75,320,30,0,30.17,NA,NA,44,"SCT","2024-04-22","08:55","2024/04/22 08",-1.33333333333333,-7.33333333333333,14.5759133333333,0,845.93356212764,25.207756,"snow",0.0129154318366743,0,0,257.879397161914
"4511",5517,"0CO","2024-04-22 09:55:00",32,19.4,59.27,300,35,0,30.17,NA,NA,50,"CLR","2024-04-22","09:55","2024/04/22 09",-0.666666666666667,-7,15.947764,0,846.027014796899,25.7222,"snow",0.00615319596755323,0,0,257.879397161914
"4512",5518,"0CO","2024-04-22 10:55:00",32,19.4,59.27,290,34,0,30.19,NA,NA,50,"SCT","2024-04-22","10:55","2024/04/22 10",0,-7.33333333333333,18.00554,0,846.213920135416,25.7222,"mixed",-0.00151134799999997,0,0,257.879397161914
"4513",5519,"0CO","2024-04-22 11:55:00",32,19.4,59.27,300,34,0,30.2,NA,NA,52,"SCT","2024-04-22","11:55","2024/04/22 11",0,-7,17.8340586666667,0,846.494278143191,26.751088,"mixed",0.00812590293333137,0,0,257.879397161914
"4514",5520,"0CO","2024-04-22 12:55:00",33.8,17.6,51.04,280,29,0,30.22,NA,NA,50,"SCT","2024-04-22","12:55","2024/04/22 12",0.999999999999998,-7.66666666666667,15.2618386666667,0,847.054994158742,25.7222,"mixed",0.152684666933331,0,0,257.879397161914
"4515",5521,"0CO","2024-04-22 13:55:00",33.8,21.2,59.53,320,16,0,30.24,NA,NA,29,"SCT","2024-04-22","13:55","2024/04/22 13",0.333333333333333,-6.66666666666667,11.832212,0,847.335352166517,19.548872,"mixed",0.3454296856,0,0,257.879397161914
"4516",5522,"0CO","2024-04-22 14:55:00",35.6,17.6,47.51,280,28,0,30.24,NA,NA,41,"SCT","2024-04-22","14:55","2024/04/22 14",1.33333333333333,-6.33333333333333,13.375544,0,847.709162843551,23.664424,"mixed",0.2586944272,0,0,257.879397161914
"4517",5523,"0CO","2024-04-22 16:55:00",33.8,19.4,55.14,280,30,0,30.21,NA,NA,38,"SCT","2024-04-22","16:55","2024/04/22 16",0.999999999999998,-7.66666666666667,16.462208,0,846.961541489483,27.265532,"mixed",0.0852239104,0,0,257.879397161914
"4518",5524,"0CO","2024-04-22 17:55:00",32,19.4,59.27,290,27,0,30.21,NA,NA,44,"SCT","2024-04-22","17:55","2024/04/22 17",0.666666666666666,-6.66666666666667,15.43332,0,846.961541489483,25.207756,"mixed",0.143047416,0,0,257.879397161914
"4519",5525,"0CO","2024-04-22 18:55:00",30.2,23,74.26,280,23,0,30.21,NA,NA,48,"SCT","2024-04-22","18:55","2024/04/22 18",-0.5,-5.5,13.632766,0,846.961541489483,24.693312,"snow",0.0208823582646421,0,0,257.879397161914
"4520",5526,"0CO","2024-04-22 19:55:00",32,19.4,59.27,280,38,0,30.18,NA,NA,48,"SCT","2024-04-22","19:55","2024/04/22 19",-0.666666666666667,-6,15.7762826666667,0,846.400825473933,26.751088,"snow",0.00676917567389188,0,0,257.879397161914
"4521",5527,"0CO","2024-04-22 20:55:00",32,21.2,63.99,NA,NA,0,30.2,NA,NA,NA,"SCT","2024-04-22","20:55","2024/04/22 20",0,-6,NA,0,846.213920135416,NA,"mixed",NA,0,0,257.879397161914
"4522",5528,"0CO","2024-04-22 21:55:00",32,19.4,59.27,310,19,0,30.22,NA,NA,39,"SCT","2024-04-22","21:55","2024/04/22 21",0,-6.33333333333333,12.0036933333333,0,847.241899497259,24.178868,"mixed",0.335792434666668,0,0,257.879397161914
"4523",5529,"0CO","2024-04-22 22:55:00",30.2,21.2,68.83,300,31,0,30.2,NA,NA,38,"SCT","2024-04-22","22:55","2024/04/22 22",-0.333333333333333,-6.33333333333333,13.5470253333333,0,846.868088820225,19.548872,"snow",0.0217885784427446,0,0,257.879397161914
"4524",5530,"0CO","2024-04-22 23:55:00",30.2,19.4,63.75,310,24,0,30.22,NA,NA,33,"","2024-04-22","23:55","2024/04/22 23",-1,-6.66666666666667,11.317768,0,847.148446828,18.519984,"snow",0.0612094921327954,0,0,257.879397161914
"4525",5531,"0CO","2024-04-23 00:55:00",28.4,19.4,68.61,310,24,0,30.23,NA,NA,33,"SCT","2024-04-23","00:55","2024/04/23 00",-1.33333333333333,-7.33333333333333,13.5470253333333,0,847.335352166517,19.548872,"snow",0.0217885784427446,0,0,257.879397161914
"4526",5532,"0CO","2024-04-23 01:55:00",26.6,19.4,73.89,320,26,0,30.2,NA,NA,32,"CLR","2024-04-23","01:55","2024/04/23 01",-2.66666666666667,-7,12.0036933333333,0,847.054994158742,16.462208,"snow",0.04521038468293,0,0,257.879397161914
"4527",5533,"0CO","2024-04-23 02:55:00",26.6,17.6,68.4,320,21,0,30.22,NA,NA,27,"CLR","2024-04-23","02:55","2024/04/23 02",-2.66666666666667,-7.33333333333333,11.4892493333333,0,846.961541489483,14.918876,"snow",0.0568157247367821,0,0,257.879397161914
"4528",5534,"0CO","2024-04-23 03:55:00",26.6,15.8,63.27,320,18,0,30.22,NA,NA,27,"SCT","2024-04-23","03:55","2024/04/23 03",-3,-8.33333333333333,10.1173986666667,0,847.241899497259,14.404432,"snow",0.100682705507047,0,0,257.879397161914
"4529",5535,"0CO","2024-04-23 04:55:00",26.6,14,58.49,320,19,0,30.24,NA,NA,27,"BKN","2024-04-23","04:55","2024/04/23 04",-3,-10,9.774436,0,847.709162843551,NA,"snow",0.115172185919077,0,0,257.879397161914
"4530",5536,"0CO","2024-04-23 05:55:00",24.8,14,63.03,320,16,0,30.25,NA,NA,25,"BKN","2024-04-23","05:55","2024/04/23 05",-3.33333333333333,-10,10.1173986666667,0,847.896068182068,13.889988,"snow",0.100682705507047,0,0,257.879397161914
"4531",5537,"0CO","2024-04-23 06:55:00",24.8,15.8,68.18,320,17,0,30.25,NA,NA,NA,"BKN","2024-04-23","06:55","2024/04/23 06",-4,-9.33333333333333,9.60295466666667,0,847.989520851326,NA,"snow",0.123020081994591,0,0,257.879397161914
"4532",5538,"0CO","2024-04-23 07:55:00",26.6,21.2,79.77,310,15,0,30.27,NA,NA,20,"SCT","2024-04-23","07:55","2024/04/23 07",-3.33333333333333,-7,8.745548,0,848.550236866877,NA,"snow",0.168799027164324,0,0,257.879397161914
"4533",5539,"0CO","2024-04-23 08:55:00",28.4,19.4,68.61,280,21,0,30.26,NA,NA,34,"BKN","2024-04-23","08:55","2024/04/23 08",-2,-7,10.28888,0,848.36333152836,19.548872,"snow",0.0940142753019878,0,0,257.879397161914
"4534",5540,"0CO","2024-04-23 09:55:00",30.2,19.4,63.75,290,18,0,30.29,NA,NA,32,"OVC","2024-04-23","09:55","2024/04/23 09",-1.33333333333333,-6.66666666666667,8.05962266666667,0,848.924047543911,16.462208,"snow",0.213932743905524,0,0,257.879397161914
"4535",5541,"0CO","2024-04-23 10:55:00",30.2,21.2,68.83,280,24,0,30.3,NA,NA,34,"SCT","2024-04-23","10:55","2024/04/23 10",-1.33333333333333,-6,11.6607306666667,0,849.204405551686,17.491096,"snow",0.052693149010816,0,0,257.879397161914
"4536",5542,"0CO","2024-04-23 11:55:00",32,23,69.04,280,23,0,30.31,NA,NA,34,"SCT","2024-04-23","11:55","2024/04/23 11",0,-5,14.2329506666667,0,849.484763559462,20.063316,"mixed",0.210508172533331,0,0,257.879397161914
"4537",5543,"0CO","2024-04-23 12:55:00",33.8,19.4,55.14,280,20,0,30.31,NA,NA,33,"SCT","2024-04-23","12:55","2024/04/23 12",0.666666666666666,-6.66666666666667,12.1751746666667,0,849.858574236496,19.548872,"mixed",0.326155183733331,0,0,257.879397161914
"4538",5544,"0CO","2024-04-23 13:55:00",32,26.6,80.22,280,17,0,30.32,NA,NA,26,"SCT","2024-04-23","13:55","2024/04/23 13",-0.333333333333334,-4.33333333333333,9.259992,0,850.045479575013,17.491096,"snow",0.139987249261078,0,0,257.879397161914
"4539",5545,"0CO","2024-04-23 14:55:00",32,26.6,80.22,310,14,0,30.31,NA,NA,25,"SCT","2024-04-23","14:55","2024/04/23 14",0,-4,9.774436,0,849.858574236496,17.491096,"mixed",0.4610766968,0,0,257.879397161914
"4540",5546,"0CO","2024-04-23 15:55:00",32,28.4,86.39,310,9,0,30.33,NA,NA,14,"","2024-04-23","15:55","2024/04/23 15",0.666666666666666,-3.66666666666667,6.687772,0,850.138932244271,12.346656,"mixed",0.6345472136,0,0,257.879397161914
"4541",5547,"0CO","2024-04-23 16:55:00",33.8,28.4,80.36,0,0,0,30.32,NA,NA,NA,"SCT","2024-04-23","16:55","2024/04/23 16",0.666666666666666,-2,3.086664,0,850.138932244271,NA,"mixed",0.8369294832,0,0,257.879397161914
"4542",5548,"0CO","2024-04-23 17:55:00",32,28.4,86.39,170,7,0,30.33,NA,NA,NA,"","2024-04-23","17:55","2024/04/23 17",0.333333333333333,-2,3.25814533333333,0,850.23238491353,NA,"mixed",0.827292232266667,0,0,257.879397161914
"4543",5549,"0CO","2024-04-23 18:55:00",28.4,28.4,100,230,10,0,30.32,NA,NA,23,"","2024-04-23","18:55","2024/04/23 18",-1.33333333333333,-2,4.629996,0,850.325837582788,12.346656,"snow",0.557353311907428,0,0,257.879397161914
"4544",5550,"0CO","2024-04-23 19:55:00",28.4,26.6,92.86,150,5,0,30.33,NA,NA,NA,"BKN","2024-04-23","19:55","2024/04/23 19",-1.33333333333333,-2.66666666666667,4.80147733333333,0,850.325837582788,NA,"snow",0.536349956464469,0,0,257.879397161914
"4545",5551,"0CO","2024-04-23 20:55:00",28.4,26.6,92.86,190,8,0,30.35,NA,NA,NA,"BKN","2024-04-23","20:55","2024/04/23 20",-2,-3,3.77258933333333,0,850.886553598339,NA,"snow",0.664654529429859,0,0,257.879397161914
"4546",5552,"0CO","2024-04-23 21:55:00",28.4,26.6,92.86,180,13,0,30.36,NA,NA,NA,"","2024-04-23","21:55","2024/04/23 21",-2.33333333333333,-3,7.71666,0,851.166911606114,NA,"snow",0.23952537330134,0,0,257.879397161914
"4547",5553,"0CO","2024-04-23 22:55:00",28.4,26.6,92.86,170,12,0,30.35,NA,NA,17,"","2024-04-23","22:55","2024/04/23 22",-2,-3,5.14444,0,851.166911606114,9.259992,"snow",0.495140773875742,0,0,257.879397161914
"4548",5554,"0CO","2024-04-23 23:55:00",28.4,24.8,86.18,240,11,0,30.34,NA,NA,21,"","2024-04-23","23:55","2024/04/23 23",-2,-3.66666666666667,6.173328,0,850.980006267597,14.918876,"snow",0.38018611236122,0,0,257.879397161914
"4549",5555,"0CO","2024-04-24 00:55:00",28.4,23,79.92,250,14,0,30.34,NA,NA,23,"SCT","2024-04-24","00:55","2024/04/24 00",-2,-4.33333333333333,6.85925333333333,0,850.699648259822,14.404432,"snow",0.312576633547681,0,0,257.879397161914
"4550",5556,"0CO","2024-04-24 01:55:00",30.2,21.2,68.83,270,17,0,30.32,NA,NA,25,"CLR","2024-04-24","01:55","2024/04/24 01",-1,-6,6.687772,0,850.325837582788,13.375544,"snow",0.328733966915088,0,0,257.879397161914
"4551",5557,"0CO","2024-04-24 02:55:00",30.2,19.4,63.75,280,20,0,30.32,NA,NA,25,"SCT","2024-04-24","02:55","2024/04/24 02",-0.666666666666667,-6.66666666666667,8.40258533333333,0,850.325837582788,12.8611,"snow",0.190375576566233,0,0,257.879397161914
"4552",5558,"0CO","2024-04-24 03:55:00",30.2,19.4,63.75,270,18,0,30.31,NA,NA,27,"SCT","2024-04-24","03:55","2024/04/24 03",-1,-7,8.745548,0,849.858574236496,13.889988,"snow",0.168799027164324,0,0,257.879397161914
"4553",5559,"0CO","2024-04-24 04:55:00",32,15.8,50.75,280,24,0,30.3,NA,NA,35,"CLR","2024-04-24","04:55","2024/04/24 04",0,-8.33333333333333,10.9748053333333,0,849.57821622872,18.00554,"mixed",0.393615940266668,0,0,257.879397161914
"4554",5560,"0CO","2024-04-24 05:55:00",30.2,15.8,54.59,300,11,0,30.3,NA,NA,20,"CLR","2024-04-24","05:55","2024/04/24 05",-0.333333333333333,-9,7.37369733333333,0,849.484763559462,15.947764,"snow",0.267187796565826,0,0,257.879397161914
"4555",5561,"0CO","2024-04-24 06:55:00",32,15.8,50.75,290,16,0,30.33,NA,NA,25,"CLR","2024-04-24","06:55","2024/04/24 06",-0.333333333333333,-9,8.57406666666667,0,850.045479575013,12.8611,"snow",0.179343852576511,0,0,257.879397161914
"4556",5562,"0CO","2024-04-24 07:55:00",32,15.8,50.75,270,15,0,30.33,NA,NA,21,"CLR","2024-04-24","07:55","2024/04/24 07",0,-9,7.71666,0,850.325837582788,12.8611,"mixed",0.576723708,0,0,257.879397161914
"4557",5563,"0CO","2024-04-24 08:55:00",33.8,17.6,51.04,270,15,0,30.34,NA,NA,30,"SCT","2024-04-24","08:55","2024/04/24 08",0.333333333333333,-8.66666666666667,7.37369733333333,0,850.419290252046,15.43332,"mixed",0.595998209866667,0,0,257.879397161914
"4558",5564,"0CO","2024-04-24 09:55:00",33.8,15.8,47.22,280,14,0,30.36,NA,NA,26,"OVC","2024-04-24","09:55","2024/04/24 09",0.999999999999998,-8.66666666666667,8.91702933333333,0,850.886553598339,17.491096,"mixed",0.509262951466667,0,0,257.879397161914
"4559",5565,"0CO","2024-04-24 10:55:00",35.6,21.2,55.41,20,5,0,30.36,NA,NA,19,"SCT","2024-04-24","10:55","2024/04/24 10",1.33333333333333,-6,3.42962666666667,0,851.166911606114,11.317768,"mixed",0.817654981333333,0,0,257.879397161914
"4560",5566,"0CO","2024-04-24 11:55:00",35.6,15.8,43.95,280,15,0,30.36,NA,NA,29,"CLR","2024-04-24","11:55","2024/04/24 11",2,-7.33333333333333,7.37369733333333,0,851.166911606114,14.918876,"mixed",0.595998209866667,0,0,257.879397161914
"4561",5567,"0CO","2024-04-24 12:55:00",35.6,15.8,43.95,280,11,0,30.36,NA,NA,20,"SCT","2024-04-24","12:55","2024/04/24 12",2.66666666666667,-8.66666666666667,6.51629066666667,0,851.166911606114,14.404432,"mixed",0.644184464533333,0,0,257.879397161914
"4562",5568,"0CO","2024-04-24 13:55:00",39.2,17.6,41.24,280,13,0,30.34,NA,NA,20,"SCT","2024-04-24","13:55","2024/04/24 13",3.33333333333333,-8,6.687772,0,850.79310092908,10.803324,"rain",6.687772,0,0,257.879397161914
"4563",5569,"0CO","2024-04-24 14:55:00",39.2,14,35.26,280,9,0,30.33,NA,NA,21,"SCT","2024-04-24","14:55","2024/04/24 14",4,-9,6.173328,0,850.512742921305,13.889988,"rain",6.173328,0,0,257.879397161914
"4564",5570,"0CO","2024-04-24 15:55:00",41,17.6,38.45,240,12,0,30.31,NA,NA,18,"BKN","2024-04-24","15:55","2024/04/24 15",4.66666666666667,-8.66666666666667,6.173328,0,850.045479575013,11.317768,"rain",6.173328,0,0,257.879397161914
"4565",5571,"0CO","2024-04-24 16:55:00",39.2,15.8,38.15,260,11,0,30.3,NA,NA,17,"SCT","2024-04-24","16:55","2024/04/24 16",4.33333333333333,-8.33333333333333,6.173328,0,849.57821622872,9.774436,"rain",6.173328,0,0,257.879397161914
"4566",5572,"0CO","2024-04-24 17:55:00",39.2,15.8,38.15,260,15,0,30.3,NA,NA,18,"CLR","2024-04-24","17:55","2024/04/24 17",4.66666666666667,-9,5.31592133333333,0,849.484763559462,10.28888,"rain",5.31592133333333,0,0,257.879397161914
"4567",5573,"0CO","2024-04-24 18:55:00",35.6,21.2,55.41,20,4,0,30.29,NA,NA,NA,"CLR","2024-04-24","18:55","2024/04/24 18",2.66666666666667,-6.33333333333333,3.086664,0,849.297858220945,NA,"mixed",0.8369294832,0,0,257.879397161914
"4568",5574,"0CO","2024-04-24 19:55:00",33.8,24.8,69.25,210,5,0,30.27,NA,NA,NA,"SCT","2024-04-24","19:55","2024/04/24 19",1.33333333333333,-4.33333333333333,2.74370133333333,0,848.737142205394,NA,"mixed",0.856203985066667,0,0,257.879397161914
"4569",5575,"0CO","2024-04-24 20:55:00",33.8,23,64.23,230,5,0,30.28,NA,NA,16,"OVC","2024-04-24","20:55","2024/04/24 20",0.999999999999998,-4.66666666666667,2.74370133333333,0,848.830594874653,NA,"mixed",0.856203985066667,0,0,257.879397161914
"4570",5576,"0CO","2024-04-24 21:55:00",33.8,17.6,51.04,270,13,0,30.28,NA,NA,16,"BKN","2024-04-24","21:55","2024/04/24 21",1.33333333333333,-6.66666666666667,4.115552,0,849.017500213169,NA,"mixed",0.7791059776,0,0,257.879397161914
"4571",5577,"0CO","2024-04-24 22:55:00",33.8,17.6,51.04,210,3,0,30.28,NA,NA,NA,"SCT","2024-04-24","22:55","2024/04/24 22",0.999999999999998,-6,1.37185066666667,0,848.924047543911,NA,"mixed",0.933301992533333,0,0,257.879397161914
"4572",5578,"0CO","2024-04-24 23:55:00",33.8,15.8,47.22,270,8,0,30.28,NA,NA,23,"SCT","2024-04-24","23:55","2024/04/24 23",0.999999999999998,-9,5.658884,0,848.830594874653,14.404432,"mixed",0.6923707192,0,0,257.879397161914
"4573",5579,"0CO","2024-04-25 00:55:00",32,14,46.92,250,18,0,30.27,NA,NA,29,"SCT","2024-04-25","00:55","2024/04/25 00",0.666666666666666,-9.66666666666667,9.43147333333333,0,848.643689536136,14.918876,"mixed",0.480351198666667,0,0,257.879397161914
"4574",5580,"0CO","2024-04-25 01:55:00",32,14,46.92,270,20,0,30.24,NA,NA,23,"CLR","2024-04-25","01:55","2024/04/25 01",0,-10,9.08851066666667,0,848.082973520585,14.918876,"mixed",0.499625700533333,0,0,257.879397161914
"4575",5581,"0CO","2024-04-25 02:55:00",32,14,46.92,260,18,0,30.21,NA,NA,23,"CLR","2024-04-25","02:55","2024/04/25 02",0,-10,8.745548,0,847.241899497259,12.346656,"mixed",0.5189002024,0,0,257.879397161914
"4576",5582,"0CO","2024-04-25 03:55:00",30.2,15.8,54.59,270,25,0,30.17,NA,NA,30,"CLR","2024-04-25","03:55","2024/04/25 03",-0.333333333333333,-9.66666666666667,11.832212,0,846.120467466157,15.43332,"snow",0.0488288987773049,0,0,257.879397161914
"4577",5583,"0CO","2024-04-25 04:55:00",30.2,14,50.47,270,19,0,30.18,NA,NA,29,"CLR","2024-04-25","04:55","2024/04/25 04",-1,-9.66666666666667,10.4603613333333,0,846.120467466157,14.918876,"snow",0.0877118697637259,0,0,257.879397161914
"4578",5584,"0CO","2024-04-25 05:55:00",30.2,14,50.47,290,10,0,30.17,NA,NA,21,"CLR","2024-04-25","05:55","2024/04/25 05",-1,-10,7.03073466666667,0,845.840109458382,12.346656,"snow",0.296930041018504,0,0,257.879397161914
"4579",5585,"0CO","2024-04-25 06:55:00",30.2,14,50.47,280,18,0,30.16,NA,NA,24,"CLR","2024-04-25","06:55","2024/04/25 06",-1.33333333333333,-10,7.03073466666667,0,845.746656789123,12.346656,"snow",0.296930041018504,0,0,257.879397161914
"4580",5586,"0CO","2024-04-25 07:55:00",30.2,12.2,46.62,290,15,0,30.16,NA,NA,22,"CLR","2024-04-25","07:55","2024/04/25 07",-1,-11,8.231104,0,845.559751450606,13.889988,"snow",0.201902718107887,0,0,257.879397161914
"4581",5587,"0CO","2024-04-25 08:55:00",32,10.4,40.01,260,8,0,30.15,NA,NA,18,"CLR","2024-04-25","08:55","2024/04/25 08",0,-11.3333333333333,4.97295866666667,0,845.466298781348,9.774436,"mixed",0.730919722933333,0,0,257.879397161914
"4582",5588,"0CO","2024-04-25 09:55:00",33.8,12.2,40.32,240,10,0,30.13,NA,NA,NA,"CLR","2024-04-25","09:55","2024/04/25 09",0.333333333333333,-11,4.97295866666667,0,844.905582765797,NA,"mixed",0.730919722933333,0,0,257.879397161914
"4583",5589,"0CO","2024-04-25 10:55:00",33.8,10.4,37.22,250,6,0,30.13,NA,NA,NA,"CLR","2024-04-25","10:55","2024/04/25 10",0.999999999999998,-12,2.91518266666667,0,844.71867742728,NA,"mixed",0.846566734133333,0,0,257.879397161914
"4584",5590,"0CO","2024-04-25 11:55:00",35.6,10.4,34.65,210,5,0,30.11,NA,NA,NA,"CLR","2024-04-25","11:55","2024/04/25 11",2,-12.3333333333333,3.94407066666667,0,844.344866750246,NA,"mixed",0.788743228533333,0,0,257.879397161914
"4585",5591,"0CO","2024-04-25 12:55:00",33.8,15.8,47.22,30,5,0,30.08,NA,NA,NA,"SCT","2024-04-25","12:55","2024/04/25 12",1.66666666666667,-11.6666666666667,2.91518266666667,0,843.50379272692,NA,"mixed",0.846566734133333,0,0,257.879397161914
"4586",5592,"0CO","2024-04-25 13:55:00",32,14,46.92,160,15,0,30.05,NA,NA,24,"SCT","2024-04-25","13:55","2024/04/25 13",0.333333333333333,-8.33333333333333,4.629996,0,842.569266034335,NA,"mixed",0.7501942248,0,0,257.879397161914
"4587",5593,"0CO","2024-04-25 14:55:00",30.2,21.2,68.83,350,5,0,30.02,NA,NA,NA,"SCT","2024-04-25","14:55","2024/04/25 14",-0.333333333333333,-7.33333333333333,2.40073866666667,0,841.915097349526,NA,"snow",0.830930084796581,0,0,257.879397161914
"4588",5594,"0CO","2024-04-25 15:55:00",30.2,21.2,68.83,330,12,0,29.98,NA,NA,19,"BKN","2024-04-25","15:55","2024/04/25 15",-0.666666666666667,-6,3.94407066666667,0,840.980570656941,NA,"snow",0.643049852219287,0,0,257.879397161914
"4589",5595,"0CO","2024-04-25 16:55:00",26.6,23,86.07,250,14,0,29.99,NA,NA,17,"","2024-04-25","16:55","2024/04/25 16",-2.33333333333333,-5.33333333333333,5.83036533333333,0,840.606759979908,8.745548,"snow",0.416845613853908,0,0,257.879397161914
"4590",5596,"0CO","2024-04-25 17:55:00",24.8,23,92.74,260,14,0,29.95,NA,NA,27,"","2024-04-25","17:55","2024/04/25 17",-3.33333333333333,-5,6.173328,0,839.952591295098,NA,"snow",0.38018611236122,0,0,257.879397161914
"4591",5597,"0CO","2024-04-25 18:55:00",24.8,23,92.74,320,19,0,29.93,NA,NA,26,"BKN","2024-04-25","18:55","2024/04/25 18",-4,-5,7.37369733333333,0,839.298422610289,NA,"snow",0.267187796565826,0,0,257.879397161914
"4592",5598,"0CO","2024-04-25 19:55:00",23,23,100,330,26,0,29.91,NA,NA,NA,"OVC","2024-04-25","19:55","2024/04/25 19",-4.33333333333333,-5,NA,0,838.176990579187,NA,"snow",NA,0,0,257.879397161914
"4593",5599,"0CO","2024-04-25 20:55:00",23,21.2,92.69,NA,NA,0,29.92,NA,NA,NA,"OVC","2024-04-25","20:55","2024/04/25 20",-5,-6,NA,0,838.64425392548,NA,"snow",NA,0,0,257.879397161914
"4594",5600,"0CO","2024-04-25 21:55:00",23,21.2,92.69,NA,NA,0.01,29.92,NA,NA,NA,"OVC","2024-04-25","21:55","2024/04/25 21",-5,-6,NA,1.524,838.831159263997,NA,"snow",NA,NA,NA,257.879397161914
"4595",5601,"0CO","2024-04-25 22:55:00",21.2,21.2,100,NA,NA,0,29.89,NA,NA,NA,"OVC","2024-04-25","22:55","2024/04/25 22",-5.66666666666667,-6,NA,0,838.270443248446,NA,"snow",NA,0,0,257.879397161914
"4596",5602,"0CO","2024-04-25 23:55:00",21.2,21.2,100,320,22,0,29.87,NA,NA,27,"OVC","2024-04-25","23:55","2024/04/25 23",-6,-6,10.803324,0,837.522821894378,NA,"snow",0.0761501158560344,0,0,257.879397161914
"4597",5603,"0CO","2024-04-26 00:55:00",21.2,21.2,100,320,25,0,29.86,NA,NA,36,"OVC","2024-04-26","00:55","2024/04/26 00",-6,-6,NA,0,837.242463886603,NA,"snow",NA,0,0,257.879397161914
"4598",5604,"0CO","2024-04-26 01:55:00",21.2,19.4,92.63,320,27,0,29.82,NA,NA,34,"OVC","2024-04-26","01:55","2024/04/26 01",-6,-7,13.375544,0,836.401389863277,18.519984,"snow",0.0237063864051074,0,0,257.879397161914
"4599",5605,"0CO","2024-04-26 02:55:00",21.2,21.2,100,320,31,0,29.8,NA,NA,45,"OVC","2024-04-26","02:55","2024/04/26 02",-6,-6,13.889988,0,835.747221178467,23.14998,"snow",0.0183615203650547,0,0,257.879397161914
