,station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,Date,Time,Hour,tmpc,dwpc,sms,p01mm,fresh_SWE_m,fresh_density,fresh_depth,old_swe_m,old_density,old_depth,swe f+o,depth f+o,density f+o,altmb,gustms,precip_type,undercatch,adj_precip,undercatch_loss,cum_undercatch_loss
5379,0CO,4/16/2024 15:55,21.2,19.4,92.63,310,27,0,30.13,NA,NA,40,,4/16/2024,15:55,2024/04/16 15,-6,-7,14.23295067,0,0,72.97366287,0,495.3,283.2119605,1.748866817,495.3,1.748866817,283.2119605,844.6252248,20.57776,mixed,0.721282472,0,0,376.2890021
5380,0CO,4/16/2024 16:55,23,21.2,92.69,320,25,0,30.15,NA,NA,35,BKN,4/16/2024,16:55,2024/04/16 16,-5.333333333,-6,13.54702533,0,0,74.4572302,0,495.3,283.3790043,1.747835911,495.3,1.747835911,283.3790043,845.0924881,19.034428,rain,1.200369333,0,0,376.2890021
5381,0CO,4/16/2024 17:55,21.2,21.2,100,310,27,0,30.14,NA,NA,35,BKN,4/16/2024,17:55,2024/04/16 17,-5.333333333,-6,14.23295067,0,0,74.4572302,0,495.3,283.544386,1.746816458,495.3,1.746816458,283.544386,844.9055828,18.519984,rain,NA,0,0,376.2890021
5382,0CO,4/16/2024 18:55,23,21.2,92.69,320,21,0,30.18,NA,NA,27,,4/16/2024,18:55,2024/04/16 18,-5.333333333,-6.333333333,10.803324,0,0,74.4572302,0,495.3,283.7081221,1.74580832,495.3,1.74580832,283.7081221,846.0270148,15.43332,rain,4.629996,0,0,376.2890021
5383,0CO,4/16/2024 19:55,21.2,19.4,92.63,300,18,0,30.19,NA,NA,25,,4/16/2024,19:55,2024/04/16 19,-6,-6.333333333,10.63184267,0,0,72.97366287,0,495.3,283.870229,1.744811359,495.3,1.744811359,283.870229,846.2139201,15.947764,mixed,0.836929483,0,0,376.2890021
5384,0CO,4/16/2024 20:55,21.2,19.4,92.63,310,22,0,30.2,NA,NA,31,,4/16/2024,20:55,2024/04/16 20,-6,-7,11.14628667,0,0,72.97366287,0,495.3,284.0307229,1.743825439,495.3,1.743825439,284.0307229,846.4942781,15.947764,mixed,0.846566734,0,0,376.2890021
5385,0CO,4/16/2024 21:55,21.2,19.4,92.63,300,26,0,30.2,NA,NA,32,,4/16/2024,21:55,2024/04/16 21,-6,-7,13.20406267,0,0,72.97366287,0,495.3,284.1896198,1.742850426,495.3,1.742850426,284.1896198,846.6811835,16.462208,mixed,0.615272712,0,0,376.2890021
5386,0CO,4/16/2024 22:55,23,19.4,85.85,300,24,0,30.2,NA,NA,28,,4/16/2024,22:55,2024/04/16 22,-5.333333333,-7,12.51813733,0,0,74.4572302,0,495.3,284.3469357,1.741886188,495.3,1.741886188,284.3469357,846.7746362,16.976652,mixed,0.644184465,0,0,376.2890021
5387,0CO,4/16/2024 23:55,23,17.6,79.47,280,21,0,30.21,NA,NA,30,CLR,4/16/2024,23:55,2024/04/16 23,-5,-7.666666667,11.14628667,0,0,75.35511233,0,495.3,284.5026863,1.740932595,495.3,1.740932595,284.5026863,846.8680888,15.947764,mixed,0.586360959,0,0,376.2890021
5388,0CO,4/17/2024 0:55,23,17.6,79.47,270,23,0,30.2,NA,NA,30,SCT,4/17/2024,0:55,2024/04/17 00,-5,-7.666666667,11.317768,0,0,75.35511233,0,495.3,284.6568872,1.739989518,495.3,1.739989518,284.6568872,846.7746362,15.947764,mixed,0.605635461,0,0,376.2890021
5389,0CO,4/17/2024 1:55,23,17.6,79.47,280,20,0,30.19,NA,NA,34,SCT,4/17/2024,1:55,2024/04/17 01,-5,-8,11.48924933,0,0,75.35511233,0,495.3,284.8095537,1.739056831,495.3,1.739056831,284.8095537,846.4942781,18.519984,mixed,0.740556974,0,0,376.2890021
5390,0CO,4/17/2024 2:55,23,17.6,79.47,270,16,0,30.19,NA,NA,28,SCT,4/17/2024,2:55,2024/04/17 02,-5,-8,9.602954667,0,0,75.35511233,0,495.3,284.9607012,1.738134409,495.3,1.738134409,284.9607012,846.4008255,14.918876,mixed,0.615272712,0,0,376.2890021
5391,0CO,4/17/2024 3:55,23,17.6,79.47,290,15,0,30.19,NA,NA,31,SCT,4/17/2024,3:55,2024/04/17 03,-5,-8,10.28888,0,0,75.35511233,0,495.3,285.1103447,1.737222129,495.3,1.737222129,285.1103447,846.1204675,16.462208,mixed,0.624909963,0,0,376.2890021
5392,0CO,4/17/2024 4:55,23,17.6,79.47,290,19,0,30.17,NA,NA,30,CLR,4/17/2024,4:55,2024/04/17 04,-5,-8,9.945917333,0,0,75.35511233,0,495.3,285.2584992,1.736319869,495.3,1.736319869,285.2584992,845.8401095,19.034428,mixed,0.817654981,0,0,376.2890021
5393,0CO,4/17/2024 5:55,23,15.8,73.51,290,28,0,30.14,NA,NA,35,CLR,4/17/2024,5:55,2024/04/17 05,-5,-9,12.8611,0,0,75.35511233,0,495.3,285.4051796,1.735427509,495.3,1.735427509,285.4051796,845.1859408,18.00554,mixed,0.788743229,0,0,376.2890021
5394,0CO,4/17/2024 6:55,23,14,67.96,300,21,0,30.15,NA,NA,30,CLR,4/17/2024,6:55,2024/04/17 06,-5,-9.666666667,12.68961867,0,0,75.35511233,0,495.3,285.5504005,1.734544932,495.3,1.734544932,285.5504005,845.0924881,17.491096,mixed,0.779105978,0,0,376.2890021
5395,0CO,4/17/2024 7:55,23,15.8,73.51,290,18,0,30.15,NA,NA,30,SCT,4/17/2024,7:55,2024/04/17 07,-5,-9,9.431473333,0,0,75.35511233,0,495.3,285.6941764,1.73367202,495.3,1.73367202,285.6941764,845.2793934,18.519984,rain,3.429626667,0,0,376.2890021
5396,0CO,4/17/2024 8:55,24.8,17.6,73.7,NA,NA,0,30.14,NA,NA,NA,SCT,4/17/2024,8:55,2024/04/17 08,-4.333333333,-8.333333333,NA,0,0,77.53778458,0,495.3,285.8365217,1.732808659,495.3,1.732808659,285.8365217,845.1859408,NA,rain,3.601108,0,0,376.2890021
5397,0CO,4/17/2024 9:55,26.6,17.6,68.4,280,25,0,30.14,NA,NA,35,SCT,4/17/2024,9:55,2024/04/17 09,-3,-8,NA,0,0,84.01348384,0,495.3,285.9774507,1.731954735,495.3,1.731954735,285.9774507,845.0924881,NA,rain,5.487402667,0,0,376.2890021
5398,0CO,4/17/2024 10:55,28.4,19.4,68.61,310,17,0,30.17,NA,NA,29,BKN,4/17/2024,10:55,2024/04/17 10,-2.666666667,-7,NA,0,0,86.22390799,0,495.3,286.1169774,1.731110137,495.3,1.731110137,286.1169774,845.5597515,NA,rain,7.545178667,0,0,376.2890021
5399,0CO,4/17/2024 11:55,28.4,19.4,68.61,280,28,0,30.15,NA,NA,35,BKN,4/17/2024,11:55,2024/04/17 11,-2,-7,12.68961867,0,0,91.59725413,0,495.3,286.2551158,1.730274754,495.3,1.730274754,286.2551158,845.4662988,21.606648,rain,6.516290667,0,0,376.2890021
5400,0CO,4/17/2024 12:55,32,19.4,59.27,280,19,0,30.15,NA,NA,35,SCT,4/17/2024,12:55,2024/04/17 12,-0.666666667,-7,9.088510667,0,0,107.5392599,0,495.3,286.3918797,1.729448477,495.3,1.729448477,286.3918797,845.4662988,19.548872,rain,6.687772,0,0,376.2890021
5401,0CO,4/17/2024 13:55,32,17.6,54.87,280,26,0,30.15,NA,NA,31,SCT,4/17/2024,13:55,2024/04/17 13,0,-8,12.68961867,0,0,119.17,0,495.3,286.5272827,1.728631198,495.3,1.728631198,286.5272827,845.2793934,21.092204,rain,8.745548,0,0,376.2890021
5402,0CO,4/17/2024 14:55,32,19.4,59.27,270,18,0,30.15,NA,NA,41,SCT,4/17/2024,14:55,2024/04/17 14,0,-7.666666667,13.375544,0,0,119.17,0,495.3,286.6613385,1.727822812,495.3,1.727822812,286.6613385,844.9990354,22.121092,rain,11.14628667,0,0,376.2890021
5403,0CO,4/17/2024 15:55,32,19.4,59.27,280,30,0,30.14,NA,NA,42,SCT,4/17/2024,15:55,2024/04/17 15,0,-7.333333333,15.947764,0,0,119.17,0,495.3,286.7940604,1.727023214,495.3,1.727023214,286.7940604,844.8121301,21.606648,rain,9.259992,0,0,376.2890021
5404,0CO,4/17/2024 16:55,32,17.6,54.87,280,26,0,30.15,NA,NA,34,SCT,4/17/2024,16:55,2024/04/17 16,0,-7.666666667,12.8611,0,0,119.17,0,495.3,286.9254617,1.726232301,495.3,1.726232301,286.9254617,845.2793934,19.548872,rain,5.315921333,0,0,376.2890021
5405,0CO,4/17/2024 17:55,32,19.4,59.27,280,25,0,30.17,NA,NA,31,CLR,4/17/2024,17:55,2024/04/17 17,0,-7,13.71850667,0,0,119.17,0,495.3,287.0555555,1.725449971,495.3,1.725449971,287.0555555,845.6532041,21.092204,mixed,0.586360959,0,0,376.2890021
5406,0CO,4/17/2024 18:55,32,17.6,54.87,270,19,0,30.19,NA,NA,31,CLR,4/17/2024,18:55,2024/04/17 18,0,-7.666666667,11.317768,0,0,119.17,0,495.3,287.1843549,1.724676124,495.3,1.724676124,287.1843549,846.0270148,18.00554,mixed,0.480351199,0,0,376.2890021
5407,0CO,4/17/2024 19:55,32,17.6,54.87,270,16,0,30.22,NA,NA,31,SCT,4/17/2024,19:55,2024/04/17 19,0,-8,7.888141333,0,0,119.17,0,495.3,287.3118727,1.72391066,495.3,1.72391066,287.3118727,846.7746362,15.947764,mixed,0.345429686,0,0,376.2890021
5408,0CO,4/17/2024 20:55,26.6,21.2,79.77,280,14,0,30.22,NA,NA,25,BKN,4/17/2024,20:55,2024/04/17 20,-2,-6.333333333,3.944070667,0,0,91.59725413,0,495.3,287.4381217,1.723153481,495.3,1.723153481,287.4381217,847.2418995,NA,mixed,0.461076697,0,0,376.2890021
5409,0CO,4/17/2024 21:55,28.4,17.6,63.51,250,16,0,30.23,NA,NA,29,SCT,4/17/2024,21:55,2024/04/17 21,-2,-7.333333333,7.202216,0,0,91.59725413,0,495.3,287.5631145,1.722404492,495.3,1.722404492,287.5631145,847.4288048,15.43332,mixed,0.518900202,0,0,376.2890021
5410,0CO,4/17/2024 22:55,28.4,17.6,63.51,280,17,0,30.22,NA,NA,30,SCT,4/17/2024,22:55,2024/04/17 22,-2,-8,9.774436,0,0,91.59725413,0,495.3,287.6868635,1.721663596,495.3,1.721663596,287.6868635,847.2418995,16.462208,mixed,0.499625701,0,0,376.2890021
5411,0CO,4/17/2024 23:55,24.8,21.2,85.96,340,13,0,30.2,NA,NA,22,,4/17/2024,23:55,2024/04/17 23,-3.666666667,-6.333333333,6.344809333,0,0,80.36120817,0,495.3,287.8093813,1.7209307,495.3,1.7209307,287.8093813,846.8680888,11.317768,mixed,0.528537453,0,0,376.2890021
5412,0CO,4/18/2024 0:55,23,23,100,350,8,0,30.2,NA,NA,NA,OVC,4/18/2024,0:55,2024/04/18 00,-5,-5,3.772589333,0,0,75.35511233,0,495.3,287.93068,1.720205711,495.3,1.720205711,287.93068,846.6811835,NA,mixed,0.547811955,0,0,376.2890021
5413,0CO,4/18/2024 1:55,23,23,100,310,15,0,30.19,NA,NA,19,BKN,4/18/2024,1:55,2024/04/18 01,-5,-5,5.830365333,0,0,75.35511233,0,495.3,288.0507717,1.719488537,495.3,1.719488537,288.0507717,846.4942781,9.774436,mixed,0.624909963,0,0,376.2890021
5414,0CO,4/18/2024 2:55,23,21.2,92.69,270,20,0,30.17,NA,NA,35,,4/18/2024,2:55,2024/04/18 02,-5,-5.666666667,8.574066667,0,0,75.35511233,0,495.3,288.1696685,1.718779088,495.3,1.718779088,288.1696685,845.9335621,18.00554,mixed,0.644184465,0,0,376.2890021
5415,0CO,4/18/2024 3:55,23,17.6,79.47,280,23,0,30.16,NA,NA,33,SCT,4/18/2024,3:55,2024/04/18 03,-5,-7,11.317768,0,0,75.35511233,0,495.3,288.2873823,1.718077274,495.3,1.718077274,288.2873823,845.5597515,23.14998,snow,0.43583195,0,0,376.2890021
5416,0CO,4/18/2024 4:55,24.8,15.8,68.18,290,20,0,30.15,NA,NA,36,CLR,4/18/2024,4:55,2024/04/18 04,-4.666666667,-8.333333333,10.97480533,0,0,76.37631768,0,495.3,288.4039248,1.717383008,495.3,1.717383008,288.4039248,845.2793934,20.57776,snow,0.536349956,0,0,376.2890021
5417,0CO,4/18/2024 5:55,24.8,15.8,68.18,290,23,0,30.14,NA,NA,34,SCT,4/18/2024,5:55,2024/04/18 05,-4,-9,12.00369333,0,0,78.85877781,0,495.3,288.5193077,1.716696203,495.3,1.716696203,288.5193077,844.9990354,24.178868,snow,0.345394741,0,0,376.2890021
5418,0CO,4/18/2024 6:55,24.8,17.6,73.7,270,25,0,30.16,NA,NA,37,BKN,4/18/2024,6:55,2024/04/18 06,-4,-8,10.97480533,0,0,78.85877781,0,495.3,288.6335425,1.716016773,495.3,1.716016773,288.6335425,845.3728461,20.063316,mixed,0.730919723,0,0,376.2890021
5419,0CO,4/18/2024 7:55,24.8,19.4,79.62,280,28,0,30.16,NA,NA,36,SCT,4/18/2024,7:55,2024/04/18 07,-3.333333333,-7,12.51813733,0,0,82.06999585,0,495.3,288.7466406,1.715344632,495.3,1.715344632,288.7466406,845.5597515,21.606648,mixed,0.740556974,0,0,376.2890021
5420,0CO,4/18/2024 8:55,26.6,21.2,79.77,270,24,0,30.17,NA,NA,37,BKN,4/18/2024,8:55,2024/04/18 08,-3,-6.666666667,NA,0,0,84.01348384,0,495.3,288.8586134,1.714679698,495.3,1.714679698,288.8586134,845.8401095,NA,mixed,0.740556974,0,0,376.2890021
5421,0CO,4/18/2024 9:55,26.6,21.2,79.77,270,23,0,30.17,NA,NA,34,,4/18/2024,9:55,2024/04/18 09,-3,-6,12.8611,0,0,84.01348384,0,495.3,288.969472,1.714021888,495.3,1.714021888,288.969472,845.8401095,21.606648,rain,8.574066667,0,0,376.2890021
5422,0CO,4/18/2024 10:55,26.6,21.2,79.77,270,21,0,30.19,NA,NA,31,,4/18/2024,10:55,2024/04/18 10,-3,-6,12.00369333,0,0,84.01348384,0,495.3,289.0792276,1.71337112,495.3,1.71337112,289.0792276,846.2139201,20.063316,rain,9.259992,0,0,376.2890021
5423,0CO,4/18/2024 11:55,26.6,21.2,79.77,270,24,0,30.17,NA,NA,35,SCT,4/18/2024,11:55,2024/04/18 11,-3,-6,14.06146933,0,0,84.01348384,0,495.3,289.1878911,1.712727314,495.3,1.712727314,289.1878911,845.9335621,21.606648,rain,7.888141333,0,0,376.2890021
5424,0CO,4/18/2024 12:55,26.6,21.2,79.77,270,34,0,30.16,NA,NA,41,SCT,4/18/2024,12:55,2024/04/18 12,-3,-6,13.54702533,0,0,84.01348384,0,495.3,289.2954734,1.71209039,495.3,1.71209039,289.2954734,845.9335621,21.606648,rain,7.71666,0,0,376.2890021
5425,0CO,4/18/2024 13:55,28.4,19.4,68.61,280,24,0,30.17,NA,NA,40,SCT,4/18/2024,13:55,2024/04/18 13,-2.333333333,-7,13.54702533,0,0,88.73793172,0,495.3,289.4019852,1.711460271,495.3,1.711460271,289.4019852,846.0270148,21.092204,rain,7.373697333,0,0,376.2890021
5426,0CO,4/18/2024 14:55,30.2,17.6,59.01,280,27,0,30.17,NA,NA,48,SCT,4/18/2024,14:55,2024/04/18 14,-1.666666667,-8,13.71850667,0,0,94.84930165,0,495.3,289.5074372,1.710836878,495.3,1.710836878,289.5074372,845.8401095,24.693312,rain,6.859253333,0,0,376.2890021
5427,0CO,4/18/2024 15:55,30.2,17.6,59.01,270,29,0,30.17,NA,NA,40,BKN,4/18/2024,15:55,2024/04/18 15,-1.333333333,-8,15.43332,0,0,98.5480147,0,495.3,289.61184,1.710220135,495.3,1.710220135,289.61184,845.5597515,27.265532,rain,4.458514667,0,0,376.2890021
5428,0CO,4/18/2024 16:55,30.2,19.4,63.75,280,28,0,30.17,NA,NA,37,SCT,4/18/2024,16:55,2024/04/18 16,-1,-7.333333333,12.51813733,0,0,102.7547423,0,495.3,289.7152039,1.709609966,495.3,1.709609966,289.7152039,845.8401095,21.092204,rain,NA,0,0,376.2890021
5429,0CO,4/18/2024 17:55,28.4,19.4,68.61,290,15,0,30.19,NA,NA,34,SCT,4/18/2024,17:55,2024/04/18 17,-1.666666667,-7.333333333,10.63184267,0,0,94.84930165,0,495.3,289.8175393,1.709006298,495.3,1.709006298,289.8175393,846.0270148,19.034428,rain,NA,0,0,376.2890021
5430,0CO,4/18/2024 18:55,28.4,17.6,63.51,280,20,0,30.19,NA,NA,NA,SCT,4/18/2024,18:55,2024/04/18 18,-2,-8,9.602954667,0,0,91.59725413,0,495.3,289.9188565,1.708409056,495.3,1.708409056,289.9188565,846.3073728,NA,rain,NA,0,0,376.2890021
5431,0CO,4/18/2024 19:55,26.6,17.6,68.4,330,11,0,30.19,NA,NA,18,SCT,4/18/2024,19:55,2024/04/18 19,-2.666666667,-8,NA,0,0,86.22390799,0,495.3,290.0191656,1.707818168,495.3,1.707818168,290.0191656,846.3073728,NA,mixed,0.653821715,0,0,376.2890021
5432,0CO,4/18/2024 20:55,26.6,17.6,68.4,270,21,0,30.21,NA,NA,31,SCT,4/18/2024,20:55,2024/04/18 20,-3,-8,6.687772,0,0,84.01348384,0,495.3,290.1184765,1.707233562,495.3,1.707233562,290.1184765,846.8680888,15.947764,mixed,0.80801773,0,0,376.2890021
5433,0CO,4/18/2024 21:55,28.4,14,54.31,260,16,0,30.22,NA,NA,32,SCT,4/18/2024,21:55,2024/04/18 21,-2.666666667,-9,9.259992,0,0,86.22390799,0,495.3,290.2167993,1.706655167,495.3,1.706655167,290.2167993,847.2418995,16.462208,mixed,0.750194225,0,0,376.2890021
5434,0CO,4/18/2024 22:55,26.6,17.6,68.4,250,28,0,30.21,NA,NA,37,SCT,4/18/2024,22:55,2024/04/18 22,-2.333333333,-9.333333333,12.00369333,0,0,88.73793172,0,495.3,290.3141438,1.706082913,495.3,1.706082913,290.3141438,846.9615415,19.034428,mixed,0.70200797,0,0,376.2890021
5435,0CO,4/18/2024 23:55,24.8,21.2,85.96,280,33,0,30.17,NA,NA,46,,4/18/2024,23:55,2024/04/18 23,-4.333333333,-6.333333333,14.404432,0,0,77.53778458,0,495.3,290.4105197,1.70551673,495.3,1.70551673,290.4105197,846.4008255,23.664424,mixed,0.730919723,0,0,376.2890021
5436,0CO,4/19/2024 0:55,24.8,23,92.74,290,20,0,30.19,NA,NA,38,BKN,4/19/2024,0:55,2024/04/19 00,-4.333333333,-5,12.346656,0,0,77.53778458,0,495.3,290.5059366,1.704956552,495.3,1.704956552,290.5059366,846.3073728,21.092204,mixed,0.644184465,0,0,376.2890021
5437,0CO,4/19/2024 1:55,24.8,23,92.74,290,16,0,30.18,NA,NA,25,OVC,4/19/2024,1:55,2024/04/19 01,-4,-5,8.402585333,0,0,78.85877781,0,495.3,290.6004041,1.70440231,495.3,1.70440231,290.6004041,846.3073728,NA,mixed,0.692370719,0,0,376.2890021
5438,0CO,4/19/2024 2:55,24.8,23,92.74,290,20,0,30.17,NA,NA,26,,4/19/2024,2:55,2024/04/19 02,-4,-5,10.63184267,0,0,78.85877781,0,495.3,290.6939317,1.703853937,495.3,1.703853937,290.6939317,845.8401095,15.43332,mixed,0.673096217,0,0,376.2890021
5439,0CO,4/19/2024 3:55,23,21.2,92.69,300,27,0,30.16,NA,NA,37,OVC,4/19/2024,3:55,2024/04/19 03,-4.333333333,-5.333333333,11.66073067,0,0,77.53778458,0,495.3,290.7865286,1.703311369,495.3,1.703311369,290.7865286,845.6532041,19.034428,mixed,0.769468727,0,0,376.2890021
5440,0CO,4/19/2024 4:55,21.2,21.2,100,280,35,0,30.14,NA,NA,50,BKN,4/19/2024,4:55,2024/04/19 04,-5.333333333,-6,19.20590933,0,0,74.4572302,0,495.3,290.8782042,1.702774539,495.3,1.702774539,290.8782042,844.8121301,27.779976,mixed,0.875478487,0,0,376.2890021
5441,0CO,4/19/2024 5:55,23,21.2,92.69,290,32,0,30.12,NA,NA,51,,4/19/2024,5:55,2024/04/19 05,-5,-6,19.034428,0,0,75.35511233,0,495.3,290.9689675,1.702243384,495.3,1.702243384,290.9689675,844.3448668,NA,mixed,0.721282472,0,0,376.2890021
5442,0CO,4/19/2024 6:55,23,19.4,85.85,300,27,0,30.13,NA,NA,40,,4/19/2024,6:55,2024/04/19 06,-5,-7,15.09035733,0,0,75.35511233,0,495.3,291.0588278,1.701717841,495.3,1.701717841,291.0588278,844.6252248,23.664424,mixed,0.750194225,0,0,376.2890021
5443,0CO,4/19/2024 7:55,23,19.4,85.85,280,27,0,30.15,NA,NA,39,,4/19/2024,7:55,2024/04/19 07,-5,-7,12.51813733,0,0,75.35511233,0,495.3,291.147794,1.701197846,495.3,1.701197846,291.147794,845.2793934,20.063316,mixed,0.750194225,0,0,376.2890021
5444,0CO,4/19/2024 8:55,24.8,19.4,79.62,300,23,0,30.15,NA,NA,39,SCT,4/19/2024,8:55,2024/04/19 08,-4.666666667,-7,11.66073067,0,0,76.37631768,0,495.3,291.2358749,1.700683339,495.3,1.700683339,291.2358749,845.3728461,25.7222,mixed,0.644184465,0,0,376.2890021
5445,0CO,4/19/2024 9:55,23,21.2,92.69,330,15,0,30.17,NA,NA,31,OVC,4/19/2024,9:55,2024/04/19 09,-5,-6,8.402585333,0,0,75.35511233,0,495.3,291.3230794,1.700174257,495.3,1.700174257,291.3230794,845.8401095,NA,rain,7.888141333,0,0,376.2890021
5446,0CO,4/19/2024 10:55,23,23,100,300,13,0,30.19,NA,NA,23,OVC,4/19/2024,10:55,2024/04/19 10,-5,-5.666666667,7.030734667,0,0,75.35511233,0,495.3,291.4094162,1.699670541,495.3,1.699670541,291.4094162,846.2139201,11.832212,rain,9.774436,0,0,376.2890021
5447,0CO,4/19/2024 11:55,26.6,23,86.07,270,21,0,30.19,NA,NA,35,,4/19/2024,11:55,2024/04/19 11,-3.333333333,-5,10.28888,0,0,82.06999585,0,495.3,291.4948939,1.699172131,495.3,1.699172131,291.4948939,846.4008255,18.00554,rain,10.97480533,0,0,376.2890021
5448,0CO,4/19/2024 12:55,28.4,23,79.92,270,25,0,30.19,NA,NA,36,BKN,4/19/2024,12:55,2024/04/19 12,-2.666666667,-5,9.602954667,0,0,86.22390799,0,495.3,291.5795211,1.698678968,495.3,1.698678968,291.5795211,846.4942781,18.519984,rain,12.51813733,0,0,376.2890021
5449,0CO,4/19/2024 13:55,26.6,21.2,79.77,270,27,0,30.18,NA,NA,42,SCT,4/19/2024,13:55,2024/04/19 13,-2.333333333,-6,14.57591333,0,0,88.73793172,0,495.3,291.6633063,1.698190994,495.3,1.698190994,291.6633063,846.1204675,21.606648,rain,10.803324,0,0,376.2890021
5450,0CO,4/19/2024 14:55,30.2,21.2,68.83,280,19,0,30.19,NA,NA,35,SCT,4/19/2024,14:55,2024/04/19 14,-1.666666667,-6,12.17517467,0,0,94.84930165,0,495.3,291.7462578,1.697708151,495.3,1.697708151,291.7462578,846.4008255,20.57776,rain,10.803324,0,0,376.2890021
5451,0CO,4/19/2024 15:55,26.6,24.8,92.8,290,8,0.01,30.19,NA,NA,17,OVC,4/19/2024,15:55,2024/04/19 15,-3,-4,5.315921333,1.524,1.524,84.01348384,0.018139945,495.3,291.8283839,1.697230384,496.824,1.715370329,289.630753,846.4008255,10.28888,rain,9.945917333,0,0,376.2890021
5452,0CO,4/19/2024 16:55,26.6,24.8,92.8,310,12,0.03,30.2,NA,NA,20,OVC,4/19/2024,16:55,2024/04/19 16,-3,-4,5.315921333,3.048,3.048,84.01348384,0.036279891,496.824,289.7339287,1.714759477,499.872,1.751039367,285.4715944,846.5877308,10.28888,mixed,0.326155184,0,0,376.2890021
5453,0CO,4/19/2024 17:55,24.8,23,92.74,330,13,0.02,30.2,NA,NA,22,OVC,4/19/2024,17:55,2024/04/19 17,-4,-5,4.801477333,2.286,2.286,78.85877781,0.028988529,499.872,285.6161544,1.750153107,502.158,1.779141636,282.2473432,846.6811835,NA,mixed,0.509262951,0,0,376.2890021
5454,0CO,4/19/2024 18:55,23,23,100,NA,NA,0.06,30.22,NA,NA,NA,OVC,4/19/2024,18:55,2024/04/19 18,-5,-5.333333333,NA,8.382,8.382,75.35511233,0.111233329,502.158,282.4239851,1.778028873,510.54,1.889262202,270.2324745,847.0549942,NA,mixed,0.509262951,0,0,376.2890021
5455,0CO,4/19/2024 19:55,23,21.2,92.69,340,7,0.02,30.22,NA,NA,NA,OVC,4/19/2024,19:55,2024/04/19 19,-5,-5.666666667,3.772589333,2.286,2.286,75.35511233,0.030336362,510.54,270.5286664,1.887193719,512.826,1.917530082,267.4409152,847.1484468,NA,mixed,0.470713948,0,0,376.2890021
5456,0CO,4/19/2024 20:55,23,21.2,92.69,320,8,0.05,30.25,NA,NA,NA,OVC,4/19/2024,20:55,2024/04/19 20,-5,-6,3.601108,9.906,9.906,75.35511233,0.131457571,512.826,267.7648835,1.915210065,522.732,2.046667636,255.4063938,847.7091628,NA,mixed,0.364704187,0,0,376.2890021
5457,0CO,4/19/2024 21:55,23,23,100,270,9,0.02,30.26,NA,NA,16,BKN,4/19/2024,21:55,2024/04/19 21,-5,-5.333333333,4.115552,2.286,2.286,75.35511233,0.030336362,522.732,255.8501075,2.043118156,525.018,2.073454519,253.2093158,848.2698789,NA,mixed,0.355066937,0,0,376.2890021
5458,0CO,4/19/2024 22:55,23,23,100,320,6,0,30.26,NA,NA,NA,OVC,4/19/2024,22:55,2024/04/19 22,-5,-5.333333333,3.944070667,0,0,75.35511233,0,525.018,253.6748909,2.069649062,525.018,2.069649062,253.6748909,848.3633315,NA,mixed,0.355066937,0,0,376.2890021
5459,0CO,4/19/2024 23:55,23,21.2,92.69,300,10,0.02,30.25,NA,NA,NA,,4/19/2024,23:55,2024/04/19 23,-5,-5.666666667,5.315921333,3.81,3.81,75.35511233,0.050560604,525.018,254.1358334,2.065895206,528.828,2.11645581,249.8648908,848.0829735,NA,mixed,0.364704187,0,0,376.2890021
5460,0CO,4/20/2024 0:55,23,21.2,92.69,310,11,0,30.25,NA,NA,NA,BKN,4/20/2024,0:55,2024/04/20 00,-5,-6,6.859253333,0,0,75.35511233,0,528.828,250.3637435,2.112238748,528.828,2.112238748,250.3637435,847.9895209,NA,mixed,0.403253191,0,0,376.2890021
5461,0CO,4/20/2024 1:55,23,21.2,92.69,250,9,0.01,30.24,NA,NA,NA,OVC,4/20/2024,1:55,2024/04/20 01,-5,-6,4.287033333,0.762,0.762,75.35511233,0.010112121,528.828,250.8576325,2.108080168,529.59,2.118192289,250.0197942,847.8026155,NA,mixed,0.422527693,0,0,376.2890021
5462,0CO,4/20/2024 2:55,23,21.2,92.69,330,6,0.01,30.22,NA,NA,NA,OVC,4/20/2024,2:55,2024/04/20 02,-5,-6,3.429626667,0.762,0.762,75.35511233,0.010112121,529.59,250.5171055,2.113987382,530.352,2.124099503,249.6832184,847.3353522,NA,mixed,0.615272712,0,0,376.2890021
5463,0CO,4/20/2024 3:55,23,21.2,92.69,330,8,0,30.22,NA,NA,16,OVC,4/20/2024,3:55,2024/04/20 03,-5,-6,4.115552,0,0,75.35511233,0,530.352,250.1838787,2.119848819,530.352,2.119848819,250.1838787,847.2418995,NA,mixed,0.547811955,0,0,376.2890021
5464,0CO,4/20/2024 4:55,21.2,21.2,100,350,13,0.02,30.22,NA,NA,16,OVC,4/20/2024,4:55,2024/04/20 04,-5.333333333,-6,4.287033333,2.286,2.286,74.4572302,0.03070219,530.352,250.6795574,2.115657158,532.638,2.146359347,248.1588186,847.2418995,NA,mixed,0.451439446,0,0,376.2890021
